rop_start,gnb_id,cell_id,rrc_setup_sr_pct,pdu_session_estab_sr_pct,ho_success_rate_pct,session_drop_rate_pct,dl_user_thp_mbps,ul_user_thp_mbps,prb_util_dl_pct,avg_connected_ues,cell_availability_pct
2026-07-06T04:00:00,gNB-001,NRCell-002,98.86,98.81,93.55,0.0,243.3,36.3,34.3,13.3,100.0
2026-07-06T04:00:00,gNB-001,NRCell-003,97.14,100.0,90.91,0.0,214.7,38.0,43.9,6.7,100.0
2026-07-06T04:00:00,gNB-002,NRCell-004,100.0,100.0,97.22,0.0,269.7,37.7,28.9,19.3,100.0
2026-07-06T04:00:00,gNB-002,NRCell-005,100.0,100.0,100.0,0.0,221.4,29.4,45.2,5.8,100.0
2026-07-06T04:00:00,gNB-002,NRCell-006,96.61,98.15,100.0,1.89,253.2,38.4,27.7,14.0,100.0
2026-07-06T04:15:00,gNB-001,NRCell-001,99.19,100.0,92.16,0.82,278.6,34.2,30.0,22.0,100.0
2026-07-06T04:15:00,gNB-001,NRCell-002,100.0,100.0,92.59,1.09,261.8,36.6,34.9,14.1,100.0
2026-07-06T04:15:00,gNB-001,NRCell-003,100.0,100.0,83.33,0.0,230.2,32.8,42.1,9.2,100.0
2026-07-06T04:15:00,gNB-002,NRCell-004,97.76,100.0,96.36,1.59,273.1,42.7,28.7,22.7,100.0
2026-07-06T04:15:00,gNB-002,NRCell-005,100.0,95.65,87.5,0.0,240.1,25.7,44.5,4.7,100.0
2026-07-06T04:15:00,gNB-002,NRCell-006,91.86,96.15,84.0,1.33,247.6,25.0,30.4,13.5,100.0
2026-07-06T04:30:00,gNB-001,NRCell-001,98.08,100.0,100.0,1.03,285.6,32.4,29.1,18.7,100.0
2026-07-06T04:30:00,gNB-001,NRCell-002,98.89,98.84,96.97,0.0,260.4,27.4,33.3,22.5,100.0
2026-07-06T04:30:00,gNB-001,NRCell-003,100.0,100.0,100.0,0.0,219.4,33.3,41.1,6.8,100.0
2026-07-06T04:30:00,gNB-002,NRCell-004,99.2,100.0,97.96,0.0,251.2,42.3,30.3,32.9,100.0
2026-07-06T04:30:00,gNB-002,NRCell-005,100.0,100.0,100.0,0.0,248.4,27.4,46.2,4.9,100.0
2026-07-06T04:30:00,gNB-002,NRCell-006,95.77,93.94,95.24,1.61,242.1,41.3,31.8,13.7,100.0
2026-07-06T04:45:00,gNB-001,NRCell-001,99.17,100.0,100.0,0.87,246.1,37.0,33.7,18.0,100.0
2026-07-06T04:45:00,gNB-001,NRCell-002,99.0,100.0,100.0,3.09,258.2,39.9,37.8,14.4,100.0
2026-07-06T04:45:00,gNB-001,NRCell-003,97.22,100.0,100.0,0.0,226.6,36.9,38.5,8.1,100.0
2026-07-06T04:45:00,gNB-002,NRCell-004,98.54,100.0,98.0,0.0,266.9,42.5,31.9,31.2,100.0
2026-07-06T04:45:00,gNB-002,NRCell-005,100.0,100.0,100.0,0.0,221.0,24.3,44.9,5.7,100.0
2026-07-06T04:45:00,gNB-002,NRCell-006,94.25,96.25,100.0,2.6,279.3,28.6,32.3,14.5,100.0
2026-07-06T05:00:00,gNB-001,NRCell-001,99.2,98.37,98.04,1.65,117.6,6.9,34.5,25.8,100.0
2026-07-06T05:00:00,gNB-001,NRCell-002,98.1,99.01,100.0,1.0,269.1,29.1,37.1,21.1,100.0
2026-07-06T05:00:00,gNB-001,NRCell-003,100.0,100.0,100.0,7.69,124.8,9.2,43.8,7.0,100.0
2026-07-06T05:00:00,gNB-002,NRCell-004,100.0,99.4,97.78,0.61,258.1,27.5,33.9,29.6,100.0
2026-07-06T05:00:00,gNB-002,NRCell-005,100.0,100.0,100.0,0.0,219.6,26.5,46.6,6.5,100.0
2026-07-06T05:00:00,gNB-002,NRCell-006,97.06,92.71,84.62,2.25,294.6,39.9,29.9,15.8,100.0
2026-07-06T05:15:00,gNB-001,NRCell-001,99.34,98.61,95.45,4.23,141.4,7.9,33.9,23.8,100.0
2026-07-06T05:15:00,gNB-001,NRCell-002,100.0,98.68,100.0,0.0,241.4,35.8,36.5,13.2,100.0
2026-07-06T05:15:00,gNB-001,NRCell-003,97.62,100.0,93.33,2.5,123.1,8.9,40.0,10.3,100.0
2026-07-06T05:15:00,gNB-002,NRCell-004,99.46,100.0,98.77,0.55,275.0,37.9,32.0,27.8,100.0
2026-07-06T05:15:00,gNB-002,NRCell-005,100.0,100.0,100.0,3.45,222.4,39.2,47.0,5.2,100.0
2026-07-06T05:15:00,gNB-002,NRCell-006,95.1,97.89,100.0,2.15,274.6,43.4,29.3,16.6,100.0
2026-07-06T05:30:00,gNB-001,NRCell-001,98.47,96.88,97.5,0.81,127.3,11.5,35.4,34.6,100.0
2026-07-06T05:30:00,gNB-001,NRCell-002,98.97,98.9,100.0,0.0,266.0,37.8,38.0,20.2,100.0
2026-07-06T05:30:00,gNB-001,NRCell-003,100.0,100.0,100.0,0.0,205.3,34.2,48.6,6.8,100.0
2026-07-06T05:30:00,gNB-002,NRCell-004,98.63,97.83,100.0,0.0,249.7,34.9,36.1,28.2,100.0
2026-07-06T05:30:00,gNB-002,NRCell-005,100.0,96.0,80.0,0.0,245.0,26.0,46.8,5.5,100.0
2026-07-06T05:30:00,gNB-002,NRCell-006,98.02,92.55,96.43,0.0,245.1,26.8,34.6,22.0,100.0
2026-07-06T05:45:00,gNB-001,NRCell-001,98.5,96.92,94.87,0.79,145.4,12.9,32.1,24.0,100.0
2026-07-06T05:45:00,gNB-001,NRCell-002,96.26,100.0,100.0,0.0,282.0,48.7,35.3,24.8,100.0
2026-07-06T05:45:00,gNB-001,NRCell-003,94.87,100.0,100.0,2.78,223.8,30.0,49.2,8.1,100.0
2026-07-06T05:45:00,gNB-002,NRCell-004,100.0,99.33,98.44,0.68,276.7,29.9,32.4,31.1,100.0
2026-07-06T05:45:00,gNB-002,NRCell-005,96.3,100.0,100.0,0.0,253.7,32.1,41.9,5.8,100.0
2026-07-06T05:45:00,gNB-002,NRCell-006,94.92,98.2,89.8,1.83,244.6,38.1,32.8,24.6,100.0
2026-07-06T06:00:00,gNB-001,NRCell-001,98.64,98.57,98.25,3.62,122.4,7.9,37.7,26.9,100.0
2026-07-06T06:00:00,gNB-001,NRCell-002,100.0,99.06,100.0,0.95,255.6,25.7,38.7,23.5,100.0
2026-07-06T06:00:00,gNB-001,NRCell-003,100.0,100.0,90.91,0.0,220.7,37.4,44.6,9.4,100.0
2026-07-06T06:00:00,gNB-002,NRCell-004,99.36,99.34,94.64,1.33,257.3,37.3,38.5,32.7,100.0
2026-07-06T06:00:00,gNB-002,NRCell-005,100.0,96.77,100.0,0.0,215.4,29.5,46.0,7.7,100.0
2026-07-06T06:00:00,gNB-002,NRCell-006,96.77,96.47,94.12,2.44,255.2,33.7,34.5,21.8,100.0
2026-07-06T06:15:00,gNB-001,NRCell-001,99.26,98.47,98.31,0.0,131.5,10.1,39.6,23.0,100.0
2026-07-06T06:15:00,gNB-001,NRCell-002,98.94,100.0,100.0,3.41,237.0,32.4,36.8,24.3,100.0
2026-07-06T06:15:00,gNB-001,NRCell-003,97.3,100.0,100.0,2.94,231.0,29.6,47.7,6.8,100.0
2026-07-06T06:15:00,gNB-002,NRCell-004,97.24,97.69,94.12,0.0,243.9,43.1,33.1,48.8,100.0
2026-07-06T06:15:00,gNB-002,NRCell-005,93.75,96.55,100.0,0.0,228.6,35.0,46.0,6.5,100.0
2026-07-06T06:15:00,gNB-002,NRCell-006,94.74,97.12,92.5,1.98,268.0,27.9,37.1,22.6,100.0
2026-07-06T06:30:00,gNB-001,NRCell-001,100.0,98.92,95.24,0.0,124.2,6.5,36.7,33.1,100.0
2026-07-06T06:30:00,gNB-001,NRCell-002,100.0,98.17,100.0,0.93,225.7,27.6,44.5,26.6,100.0
2026-07-06T06:30:00,gNB-001,NRCell-003,95.45,100.0,100.0,0.0,215.2,22.5,43.1,10.4,100.0
2026-07-06T06:30:00,gNB-002,NRCell-004,99.07,99.53,98.59,0.95,260.2,27.0,38.8,36.0,100.0
2026-07-06T06:30:00,gNB-002,NRCell-005,96.77,100.0,100.0,0.0,201.5,23.6,49.7,6.7,100.0
2026-07-06T06:30:00,gNB-002,NRCell-006,95.37,98.04,90.91,1.0,226.4,34.3,38.4,17.6,100.0
2026-07-06T06:45:00,gNB-001,NRCell-001,98.83,100.0,96.77,0.62,130.2,9.6,38.7,36.4,100.0
2026-07-06T06:45:00,gNB-001,NRCell-002,98.31,99.12,97.44,0.89,237.9,41.9,47.2,24.8,100.0
2026-07-06T06:45:00,gNB-001,NRCell-003,97.87,95.56,62.5,4.65,210.9,24.7,51.7,7.3,100.0
2026-07-06T06:45:00,gNB-002,NRCell-004,99.54,99.53,96.59,1.89,269.9,45.3,36.3,41.7,100.0
2026-07-06T06:45:00,gNB-002,NRCell-005,97.3,97.14,100.0,0.0,223.8,33.0,50.4,8.6,100.0
2026-07-06T06:45:00,gNB-002,NRCell-006,95.35,94.12,96.23,0.89,223.2,24.1,43.5,24.8,100.0
2026-07-06T07:00:00,gNB-001,NRCell-001,100.0,99.42,100.0,0.59,250.7,43.5,45.3,42.0,100.0
2026-07-06T07:00:00,gNB-001,NRCell-002,100.0,99.26,97.78,0.0,215.4,31.1,46.0,32.7,100.0
2026-07-06T07:00:00,gNB-001,NRCell-003,100.0,100.0,87.5,4.88,220.7,26.7,56.3,9.3,100.0
2026-07-06T07:00:00,gNB-002,NRCell-004,99.53,100.0,97.59,0.98,227.7,38.6,45.6,43.3,100.0
2026-07-06T07:00:00,gNB-002,NRCell-005,100.0,97.44,100.0,0.0,217.0,23.8,46.1,5.7,100.0
2026-07-06T07:00:00,gNB-002,NRCell-006,95.12,98.25,90.0,0.0,271.0,48.2,38.5,31.0,100.0
2026-07-06T07:15:00,gNB-001,NRCell-001,98.91,98.31,94.64,0.0,255.6,44.6,44.4,33.6,100.0
2026-07-06T07:15:00,gNB-001,NRCell-002,97.84,99.25,100.0,0.75,239.4,24.3,42.3,33.3,100.0
2026-07-06T07:15:00,gNB-001,NRCell-003,100.0,100.0,90.91,0.0,207.9,32.5,49.9,7.8,100.0
2026-07-06T07:15:00,gNB-002,NRCell-004,99.33,99.32,98.04,0.34,259.4,33.0,40.3,59.1,100.0
2026-07-06T07:15:00,gNB-002,NRCell-005,100.0,100.0,100.0,0.0,205.4,25.9,48.8,9.1,100.0
2026-07-06T07:15:00,gNB-002,NRCell-006,94.51,94.7,97.56,1.4,237.1,38.3,39.7,26.6,100.0
2026-07-06T07:30:00,gNB-001,NRCell-001,100.0,98.97,97.44,0.52,262.1,29.1,40.8,44.5,100.0
2026-07-06T07:30:00,gNB-001,NRCell-002,99.19,99.17,100.0,0.0,207.9,32.2,46.7,31.1,100.0
2026-07-06T07:30:00,gNB-001,NRCell-003,93.44,98.15,86.67,3.77,212.2,35.4,54.0,9.3,100.0
2026-07-06T07:30:00,gNB-002,NRCell-004,98.41,98.33,98.65,0.43,220.0,30.9,44.9,58.7,100.0
2026-07-06T07:30:00,gNB-002,NRCell-005,100.0,100.0,100.0,0.0,198.4,29.6,60.7,6.1,100.0
2026-07-06T07:30:00,gNB-002,NRCell-006,96.75,98.28,97.22,4.39,224.3,34.3,42.3,35.6,100.0
2026-07-06T07:45:00,gNB-001,NRCell-001,99.56,99.55,98.63,0.9,219.4,31.6,51.8,44.4,100.0
2026-07-06T07:45:00,gNB-001,NRCell-002,98.51,97.67,100.0,0.79,240.6,30.6,46.5,28.9,100.0
2026-07-06T07:45:00,gNB-001,NRCell-003,93.88,100.0,76.47,4.44,220.9,25.5,56.0,8.0,100.0
2026-07-06T07:45:00,gNB-002,NRCell-004,98.3,99.29,99.22,1.43,216.2,35.2,52.6,71.9,100.0
2026-07-06T07:45:00,gNB-002,NRCell-005,100.0,100.0,100.0,0.0,212.0,27.5,56.7,8.6,100.0
2026-07-06T07:45:00,gNB-002,NRCell-006,96.21,99.18,92.73,3.31,214.3,31.9,44.6,31.7,100.0
2026-07-06T08:00:00,gNB-001,NRCell-001,99.6,99.59,100.0,0.41,247.2,30.5,47.7,66.0,100.0
2026-07-06T08:00:00,gNB-001,NRCell-002,99.35,99.32,100.0,1.36,216.5,29.3,46.9,26.9,100.0
2026-07-06T08:00:00,gNB-001,NRCell-003,100.0,100.0,68.75,6.0,199.6,34.9,64.5,8.8,100.0
2026-07-06T08:00:00,gNB-002,NRCell-004,99.01,98.99,99.11,0.68,218.9,35.5,54.0,51.7,100.0
2026-07-06T08:00:00,gNB-002,NRCell-005,93.62,100.0,100.0,0.0,171.3,24.4,63.2,7.6,100.0
2026-07-06T08:00:00,gNB-002,NRCell-006,99.41,97.55,92.96,1.26,214.4,26.1,45.3,38.5,100.0
2026-07-06T08:15:00,gNB-001,NRCell-001,99.2,99.59,98.85,0.41,195.2,33.2,56.5,56.1,100.0
2026-07-06T08:15:00,gNB-001,NRCell-002,100.0,99.34,97.06,0.66,216.5,25.2,52.5,29.4,100.0
2026-07-06T08:15:00,gNB-001,NRCell-003,95.38,100.0,73.91,3.39,222.6,25.6,55.3,10.5,100.0
2026-07-06T08:15:00,gNB-002,NRCell-004,99.67,98.98,97.69,0.34,224.6,30.2,49.1,48.8,100.0
2026-07-06T08:15:00,gNB-002,NRCell-005,100.0,100.0,100.0,0.0,229.9,33.8,54.1,9.7,100.0
2026-07-06T08:15:00,gNB-002,NRCell-006,98.6,97.79,92.73,5.26,199.3,27.8,56.7,33.8,100.0
2026-07-06T08:30:00,gNB-001,NRCell-001,98.79,99.15,96.72,0.43,190.9,20.6,54.1,51.7,100.0
2026-07-06T08:30:00,gNB-001,NRCell-002,100.0,98.97,96.34,0.52,197.5,20.4,53.0,37.0,100.0
2026-07-06T08:30:00,gNB-001,NRCell-003,97.26,97.14,73.33,1.47,171.8,20.2,67.3,16.2,100.0
2026-07-06T08:30:00,gNB-002,NRCell-004,99.35,99.31,98.36,0.69,202.0,25.7,58.0,58.4,100.0
2026-07-06T08:30:00,gNB-002,NRCell-005,100.0,100.0,100.0,2.22,196.8,30.9,65.2,7.7,100.0
2026-07-06T08:30:00,gNB-002,NRCell-006,95.45,96.93,89.83,0.63,214.1,25.8,50.1,46.5,100.0
2026-07-06T08:45:00,gNB-001,NRCell-001,99.65,98.91,96.52,0.37,192.5,19.3,58.3,46.2,100.0
2026-07-06T08:45:00,gNB-001,NRCell-002,98.45,98.37,98.18,0.55,213.4,21.8,57.3,34.2,100.0
2026-07-06T08:45:00,gNB-001,NRCell-003,92.19,98.25,76.0,0.0,192.7,29.0,65.9,12.5,100.0
2026-07-06T08:45:00,gNB-002,NRCell-004,99.22,98.65,97.37,0.55,190.7,27.2,63.1,90.4,100.0
2026-07-06T08:45:00,gNB-002,NRCell-005,100.0,100.0,100.0,0.0,174.5,27.1,62.7,11.6,100.0
2026-07-06T08:45:00,gNB-002,NRCell-006,97.7,96.65,95.31,1.49,221.4,35.8,54.0,35.8,100.0
2026-07-06T09:00:00,gNB-001,NRCell-001,99.69,99.69,97.7,1.56,210.8,33.9,54.9,51.1,100.0
2026-07-06T09:00:00,gNB-001,NRCell-002,99.47,98.91,97.5,1.1,184.4,30.4,63.3,31.4,100.0
2026-07-06T09:00:00,gNB-001,NRCell-003,100.0,100.0,66.67,2.94,199.3,33.5,61.2,15.7,100.0
2026-07-06T09:00:00,gNB-002,NRCell-004,98.94,99.18,99.13,0.55,173.7,22.9,65.8,83.0,100.0
2026-07-06T09:00:00,gNB-002,NRCell-005,98.04,100.0,100.0,2.04,199.5,28.9,59.4,10.3,100.0
