timestamp,gnb_id,cell_id,trace_id,ue_id,event_type
2026-07-06T01:13:57.266,gNB-001,NRCell-001,78c25ff576,UE-729895,PDU_SESSION_ESTABLISHED
2026-07-06T01:14:03.790,gNB-001,NRCell-001,78c25ff576,UE-729895,HANDOVER_EXECUTION
2026-07-06T01:14:10.494,gNB-001,NRCell-001,78c25ff576,UE-729895,NORMAL_RELEASE
2026-07-06T01:14:16.738,gNB-002,NRCell-006,cc41c191e6,UE-496395,RRC_SETUP_REQUEST
2026-07-06T01:14:16.783,gNB-002,NRCell-006,cc41c191e6,UE-496395,RRC_SETUP_COMPLETE
2026-07-06T01:14:16.918,gNB-002,NRCell-006,cc41c191e6,UE-496395,PDU_SESSION_ESTABLISHED
2026-07-06T01:14:26.212,gNB-002,NRCell-006,cc41c191e6,UE-496395,HANDOVER_EXECUTION
2026-07-06T01:14:35.686,gNB-002,NRCell-006,cc41c191e6,UE-496395,NORMAL_RELEASE
2026-07-06T01:16:00.953,gNB-001,NRCell-001,595602af05,UE-280330,RRC_SETUP_REQUEST
2026-07-06T01:16:00.998,gNB-001,NRCell-001,595602af05,UE-280330,RRC_SETUP_COMPLETE
2026-07-06T01:16:01.133,gNB-001,NRCell-001,595602af05,UE-280330,PDU_SESSION_ESTABLISHED
2026-07-06T01:16:05.949,gNB-002,NRCell-004,3625e239f2,UE-313277,NORMAL_RELEASE
2026-07-06T01:17:46.949,gNB-001,NRCell-001,595602af05,UE-280330,NORMAL_RELEASE
2026-07-06T01:19:22.073,gNB-001,NRCell-002,6b27040285,UE-071766,RRC_SETUP_REQUEST
2026-07-06T01:19:22.118,gNB-001,NRCell-002,6b27040285,UE-071766,RRC_SETUP_COMPLETE
2026-07-06T01:19:22.253,gNB-001,NRCell-002,6b27040285,UE-071766,PDU_SESSION_ESTABLISHED
2026-07-06T01:20:42.927,gNB-002,NRCell-006,e165e2b0df,UE-480478,RRC_SETUP_REQUEST
2026-07-06T01:20:42.972,gNB-002,NRCell-006,e165e2b0df,UE-480478,RRC_SETUP_COMPLETE
2026-07-06T01:20:43.107,gNB-002,NRCell-006,e165e2b0df,UE-480478,PDU_SESSION_ESTABLISHED
2026-07-06T01:21:10.752,gNB-001,NRCell-002,6b27040285,UE-071766,NORMAL_RELEASE
2026-07-06T01:21:25.779,gNB-002,NRCell-006,e165e2b0df,UE-480478,NORMAL_RELEASE
2026-07-06T01:24:34.155,gNB-002,NRCell-004,47d56b8707,UE-775415,RRC_SETUP_REQUEST
2026-07-06T01:24:34.200,gNB-002,NRCell-004,47d56b8707,UE-775415,RRC_SETUP_COMPLETE
2026-07-06T01:24:34.335,gNB-002,NRCell-004,47d56b8707,UE-775415,PDU_SESSION_ESTABLISHED
2026-07-06T01:25:48.898,gNB-002,NRCell-004,47d56b8707,UE-775415,HANDOVER_EXECUTION
2026-07-06T01:27:03.641,gNB-002,NRCell-004,47d56b8707,UE-775415,NORMAL_RELEASE
2026-07-06T01:27:06.545,gNB-002,NRCell-004,109711a5f0,UE-962604,RRC_SETUP_REQUEST
2026-07-06T01:27:06.590,gNB-002,NRCell-004,109711a5f0,UE-962604,RRC_SETUP_COMPLETE
2026-07-06T01:27:06.725,gNB-002,NRCell-004,109711a5f0,UE-962604,PDU_SESSION_ESTABLISHED
2026-07-06T01:27:38.119,gNB-002,NRCell-004,109711a5f0,UE-962604,HANDOVER_EXECUTION
2026-07-06T01:28:09.692,gNB-002,NRCell-004,109711a5f0,UE-962604,NORMAL_RELEASE
2026-07-06T01:28:32.136,gNB-001,NRCell-001,9596a7de57,UE-582534,RRC_SETUP_REQUEST
2026-07-06T01:28:32.181,gNB-001,NRCell-001,9596a7de57,UE-582534,RRC_SETUP_COMPLETE
2026-07-06T01:28:32.316,gNB-001,NRCell-001,9596a7de57,UE-582534,PDU_SESSION_ESTABLISHED
2026-07-06T01:29:02.519,gNB-001,NRCell-001,9596a7de57,UE-582534,NORMAL_RELEASE
2026-07-06T01:30:14.288,gNB-002,NRCell-004,0ce52b3281,UE-451170,RRC_SETUP_REQUEST
2026-07-06T01:30:14.333,gNB-002,NRCell-004,0ce52b3281,UE-451170,RRC_SETUP_COMPLETE
2026-07-06T01:30:14.468,gNB-002,NRCell-004,0ce52b3281,UE-451170,PDU_SESSION_ESTABLISHED
2026-07-06T01:30:51.670,gNB-002,NRCell-004,0ce52b3281,UE-451170,HANDOVER_EXECUTION
2026-07-06T01:31:29.051,gNB-002,NRCell-004,0ce52b3281,UE-451170,NORMAL_RELEASE
2026-07-06T01:31:53.464,gNB-001,NRCell-002,8e683a71be,UE-808418,RRC_SETUP_REQUEST
2026-07-06T01:31:53.509,gNB-001,NRCell-002,8e683a71be,UE-808418,RRC_SETUP_COMPLETE
2026-07-06T01:31:53.644,gNB-001,NRCell-002,8e683a71be,UE-808418,PDU_SESSION_ESTABLISHED
2026-07-06T01:32:22.962,gNB-002,NRCell-004,f06900f6d8,UE-118566,RRC_SETUP_REQUEST
2026-07-06T01:32:23.007,gNB-002,NRCell-004,f06900f6d8,UE-118566,RRC_SETUP_COMPLETE
2026-07-06T01:32:23.142,gNB-002,NRCell-004,f06900f6d8,UE-118566,PDU_SESSION_ESTABLISHED
2026-07-06T01:32:25.990,gNB-001,NRCell-002,8e683a71be,UE-808418,HANDOVER_EXECUTION
2026-07-06T01:32:58.517,gNB-001,NRCell-002,8e683a71be,UE-808418,NORMAL_RELEASE
2026-07-06T01:32:59.621,gNB-002,NRCell-004,f06900f6d8,UE-118566,HANDOVER_EXECUTION
2026-07-06T01:33:03.813,gNB-001,NRCell-001,f0cc0f4833,UE-469135,RRC_SETUP_REQUEST
2026-07-06T01:33:03.858,gNB-001,NRCell-001,f0cc0f4833,UE-469135,RRC_SETUP_COMPLETE
2026-07-06T01:33:03.993,gNB-001,NRCell-001,f0cc0f4833,UE-469135,PDU_SESSION_ESTABLISHED
2026-07-06T01:33:36.280,gNB-002,NRCell-004,f06900f6d8,UE-118566,NORMAL_RELEASE
2026-07-06T01:34:13.807,gNB-001,NRCell-001,f0cc0f4833,UE-469135,NORMAL_RELEASE
2026-07-06T01:35:00.087,gNB-002,NRCell-006,e60c18754f,UE-709136,RRC_SETUP_REQUEST
2026-07-06T01:35:00.132,gNB-002,NRCell-006,e60c18754f,UE-709136,RRC_SETUP_COMPLETE
2026-07-06T01:35:00.267,gNB-002,NRCell-006,e60c18754f,UE-709136,PDU_SESSION_ESTABLISHED
2026-07-06T01:35:08.563,gNB-002,NRCell-006,e60c18754f,UE-709136,HANDOVER_EXECUTION
2026-07-06T01:35:17.040,gNB-002,NRCell-006,e60c18754f,UE-709136,NORMAL_RELEASE
2026-07-06T01:45:34.199,gNB-002,NRCell-004,1647e57812,UE-003226,RRC_SETUP_REQUEST
2026-07-06T01:45:34.244,gNB-002,NRCell-004,1647e57812,UE-003226,RRC_SETUP_COMPLETE
2026-07-06T01:45:34.379,gNB-002,NRCell-004,1647e57812,UE-003226,PDU_SESSION_ESTABLISHED
2026-07-06T01:45:47.433,gNB-002,NRCell-004,1647e57812,UE-003226,NORMAL_RELEASE
2026-07-06T01:47:24.295,gNB-001,NRCell-001,17b60694fb,UE-777546,RRC_SETUP_REQUEST
2026-07-06T01:47:24.340,gNB-001,NRCell-001,17b60694fb,UE-777546,RRC_SETUP_COMPLETE
2026-07-06T01:47:24.475,gNB-001,NRCell-001,17b60694fb,UE-777546,PDU_SESSION_ESTABLISHED
2026-07-06T01:48:17.390,gNB-001,NRCell-001,17b60694fb,UE-777546,HANDOVER_EXECUTION
2026-07-06T01:49:10.485,gNB-001,NRCell-001,17b60694fb,UE-777546,NORMAL_RELEASE
2026-07-06T01:57:07.013,gNB-001,NRCell-002,6730f85afd,UE-628481,RRC_SETUP_REQUEST
2026-07-06T01:57:07.058,gNB-001,NRCell-002,6730f85afd,UE-628481,RRC_SETUP_COMPLETE
2026-07-06T01:57:07.193,gNB-001,NRCell-002,6730f85afd,UE-628481,PDU_SESSION_ESTABLISHED
2026-07-06T01:57:47.067,gNB-001,NRCell-001,4a3488f804,UE-545898,RRC_SETUP_REQUEST
2026-07-06T01:57:47.112,gNB-001,NRCell-001,4a3488f804,UE-545898,RRC_SETUP_COMPLETE
2026-07-06T01:57:47.247,gNB-001,NRCell-001,4a3488f804,UE-545898,PDU_SESSION_ESTABLISHED
2026-07-06T01:58:12.906,gNB-002,NRCell-004,7aa524aeca,UE-847298,RRC_SETUP_REQUEST
2026-07-06T01:58:12.951,gNB-002,NRCell-004,7aa524aeca,UE-847298,RRC_SETUP_COMPLETE
2026-07-06T01:58:13.086,gNB-002,NRCell-004,7aa524aeca,UE-847298,PDU_SESSION_ESTABLISHED
2026-07-06T01:58:58.618,gNB-001,NRCell-001,4a3488f804,UE-545898,NORMAL_RELEASE
2026-07-06T01:59:07.480,gNB-002,NRCell-006,2af3f03cb2,UE-974279,RRC_SETUP_REQUEST
2026-07-06T01:59:07.525,gNB-002,NRCell-006,2af3f03cb2,UE-974279,RRC_SETUP_COMPLETE
2026-07-06T01:59:07.660,gNB-002,NRCell-006,2af3f03cb2,UE-974279,PDU_SESSION_ESTABLISHED
2026-07-06T01:59:30.451,gNB-001,NRCell-002,6730f85afd,UE-628481,NORMAL_RELEASE
2026-07-06T01:59:33.403,gNB-002,NRCell-006,2af3f03cb2,UE-974279,ABNORMAL_RELEASE
2026-07-06T02:00:38.968,gNB-002,NRCell-004,7aa524aeca,UE-847298,HANDOVER_EXECUTION
2026-07-06T02:02:55.137,gNB-002,NRCell-004,6e7778e804,UE-546416,RRC_SETUP_REQUEST
2026-07-06T02:02:55.182,gNB-002,NRCell-004,6e7778e804,UE-546416,RRC_SETUP_COMPLETE
2026-07-06T02:02:55.317,gNB-002,NRCell-004,6e7778e804,UE-546416,PDU_SESSION_ESTABLISHED
2026-07-06T02:03:05.029,gNB-002,NRCell-004,7aa524aeca,UE-847298,NORMAL_RELEASE
2026-07-06T02:04:17.796,gNB-002,NRCell-004,6e7778e804,UE-546416,NORMAL_RELEASE
2026-07-06T02:04:47.356,gNB-001,NRCell-001,a9cf752193,UE-411956,RRC_SETUP_REQUEST
2026-07-06T02:04:47.401,gNB-001,NRCell-001,a9cf752193,UE-411956,RRC_SETUP_COMPLETE
2026-07-06T02:04:47.536,gNB-001,NRCell-001,a9cf752193,UE-411956,PDU_SESSION_ESTABLISHED
2026-07-06T02:04:53.516,gNB-002,NRCell-004,b58d377390,UE-596660,RRC_SETUP_REQUEST
2026-07-06T02:04:53.561,gNB-002,NRCell-004,b58d377390,UE-596660,RRC_SETUP_COMPLETE
2026-07-06T02:04:53.696,gNB-002,NRCell-004,b58d377390,UE-596660,PDU_SESSION_ESTABLISHED
2026-07-06T02:05:53.543,gNB-002,NRCell-004,b58d377390,UE-596660,HANDOVER_EXECUTION
2026-07-06T02:06:25.853,gNB-001,NRCell-001,a9cf752193,UE-411956,NORMAL_RELEASE
2026-07-06T02:06:53.570,gNB-002,NRCell-004,b58d377390,UE-596660,NORMAL_RELEASE
2026-07-06T02:07:53.539,gNB-001,NRCell-002,ce6ac40209,UE-239629,RRC_SETUP_REQUEST
2026-07-06T02:07:53.584,gNB-001,NRCell-002,ce6ac40209,UE-239629,RRC_SETUP_COMPLETE
2026-07-06T02:07:53.719,gNB-001,NRCell-002,ce6ac40209,UE-239629,PDU_SESSION_ESTABLISHED
2026-07-06T02:08:22.951,gNB-001,NRCell-002,ce6ac40209,UE-239629,HANDOVER_EXECUTION
2026-07-06T02:08:52.364,gNB-001,NRCell-002,ce6ac40209,UE-239629,NORMAL_RELEASE
2026-07-06T02:12:18.125,gNB-002,NRCell-006,f3f8358d08,UE-460471,RRC_SETUP_REQUEST
2026-07-06T02:12:18.170,gNB-002,NRCell-006,f3f8358d08,UE-460471,RRC_SETUP_COMPLETE
2026-07-06T02:12:18.305,gNB-002,NRCell-006,f3f8358d08,UE-460471,PDU_SESSION_ESTABLISHED
2026-07-06T02:12:19.396,gNB-002,NRCell-006,f3f8358d08,UE-460471,NORMAL_RELEASE
2026-07-06T02:17:10.569,gNB-001,NRCell-001,c7714a0d4a,UE-514407,RRC_SETUP_REQUEST
2026-07-06T02:17:10.614,gNB-001,NRCell-001,c7714a0d4a,UE-514407,RRC_SETUP_COMPLETE
2026-07-06T02:17:10.749,gNB-001,NRCell-001,c7714a0d4a,UE-514407,PDU_SESSION_ESTABLISHED
2026-07-06T02:17:33.617,gNB-001,NRCell-001,c7714a0d4a,UE-514407,NORMAL_RELEASE
2026-07-06T02:23:22.752,gNB-002,NRCell-006,770dc62bdb,UE-278843,RRC_SETUP_REQUEST
2026-07-06T02:23:22.797,gNB-002,NRCell-006,770dc62bdb,UE-278843,RRC_SETUP_COMPLETE
2026-07-06T02:23:22.932,gNB-002,NRCell-006,770dc62bdb,UE-278843,PDU_SESSION_ESTABLISHED
2026-07-06T02:23:27.171,gNB-002,NRCell-006,770dc62bdb,UE-278843,HANDOVER_EXECUTION
2026-07-06T02:23:31.590,gNB-002,NRCell-006,770dc62bdb,UE-278843,NORMAL_RELEASE
2026-07-06T02:24:12.866,gNB-002,NRCell-004,84efdab8d1,UE-500058,RRC_SETUP_REQUEST
2026-07-06T02:24:12.911,gNB-002,NRCell-004,84efdab8d1,UE-500058,RRC_SETUP_COMPLETE
2026-07-06T02:24:13.046,gNB-002,NRCell-004,84efdab8d1,UE-500058,PDU_SESSION_ESTABLISHED
2026-07-06T02:24:15.226,gNB-002,NRCell-004,84efdab8d1,UE-500058,HANDOVER_EXECUTION
2026-07-06T02:24:17.585,gNB-002,NRCell-004,84efdab8d1,UE-500058,NORMAL_RELEASE
2026-07-06T02:24:52.111,gNB-002,NRCell-004,b50915400e,UE-803730,RRC_SETUP_REQUEST
2026-07-06T02:24:52.156,gNB-002,NRCell-004,b50915400e,UE-803730,RRC_SETUP_COMPLETE
2026-07-06T02:24:52.291,gNB-002,NRCell-004,b50915400e,UE-803730,PDU_SESSION_ESTABLISHED
